"","Year","Period","Black","White","Hispanic","Asian","Total"
"662",2003,"M02",7850,52359,6833,2584,64240
"663",2003,"M03",7939,52483,6861,2605,64398
"664",2003,"M04",7958,52506,6971,2620,64457
"665",2003,"M05",8064,52315,6873,2668,64431
"666",2003,"M06",7910,52571,6875,2697,64692
"667",2003,"M07",7894,52358,6856,2715,64413
"668",2003,"M08",7932,52337,6863,2696,64398
"669",2003,"M09",7937,52034,6834,2681,64072
"670",2003,"M10",7836,52381,6942,2720,64387
"671",2003,"M11",7975,52374,6996,2774,64549
"672",2003,"M12",7792,52244,6998,2803,64262
"673",2004,"M01",7931,52087,6781,2717,64139
"674",2004,"M02",7984,52352,6882,2718,64460
"675",2004,"M03",7999,52370,7027,2698,64461
"676",2004,"M04",8041,52424,7117,2741,64617
"677",2004,"M05",7903,52718,7191,2710,64770
"678",2004,"M06",7880,52570,7203,2708,64710
"679",2004,"M07",8063,52524,7113,2740,64793
"680",2004,"M08",8062,52546,7169,2723,64790
"681",2004,"M09",8036,52543,7137,2754,64805
"682",2004,"M10",8042,52607,7208,2803,64891
"683",2004,"M11",8016,52699,7128,2860,65046
"684",2004,"M12",8038,52788,7219,2846,65163
"685",2005,"M01",8038,52890,7036,2850,65274
"686",2005,"M02",7998,52903,7114,2811,65228
"687",2005,"M03",8016,52828,7175,2865,65266
"688",2005,"M04",8048,53019,7253,2864,65489
"689",2005,"M05",8125,53115,7318,2867,65603
"690",2005,"M06",8151,52899,7288,2926,65604
"691",2005,"M07",8204,53250,7292,2824,65788
"692",2005,"M08",8200,53436,7326,2862,66001
"693",2005,"M09",8238,53482,7296,2876,66146
"694",2005,"M10",8380,53362,7433,2938,66199
"695",2005,"M11",8259,53447,7486,2958,66149
"696",2005,"M12",8249,53498,7524,2976,66208
"697",2006,"M01",8259,53499,7498,2926,66210
"698",2006,"M02",8340,53562,7564,2995,66411
"699",2006,"M03",8351,53549,7536,3036,66423
"700",2006,"M04",8303,53715,7675,2993,66522
"701",2006,"M05",8404,53847,7765,3017,66771
"702",2006,"M06",8361,53969,7821,3005,66991
"703",2006,"M07",8370,54185,7772,3016,67144
"704",2006,"M08",8518,54179,7719,2940,67191
"705",2006,"M09",8381,53885,7607,2985,66929
"706",2006,"M10",8550,54252,7851,3027,67394
"707",2006,"M11",8553,54263,7868,3095,67463
"708",2006,"M12",8574,54424,8030,3104,67627
"709",2007,"M01",8643,54427,7918,3066,67673
"710",2007,"M02",8600,54435,7987,3114,67766
"711",2007,"M03",8563,54610,7993,3162,67902
"712",2007,"M04",8540,54020,7975,3163,67273
"713",2007,"M05",8524,54330,8010,3203,67624
"714",2007,"M06",8566,54440,8003,3193,67803
"715",2007,"M07",8557,54476,8032,3171,67777
"716",2007,"M08",8530,54439,8192,3181,67715
"717",2007,"M09",8551,54702,8211,3112,68098
"718",2007,"M10",8555,54629,8236,3134,67862
"719",2007,"M11",8471,54825,8177,3209,68085
"720",2007,"M12",8544,54678,8132,3229,67967
"721",2008,"M01",8538,54722,7953,3249,68048
"722",2008,"M02",8578,54515,8048,3283,67935
"723",2008,"M03",8632,54537,8001,3278,68007
"724",2008,"M04",8683,54568,8166,3313,68106
"725",2008,"M05",8569,54608,8272,3224,68041
"726",2008,"M06",8567,54631,8092,3219,67995
"727",2008,"M07",8604,54524,8060,3219,67911
"728",2008,"M08",8538,54431,8181,3221,67803
"729",2008,"M09",8442,54520,8124,3192,67875
"730",2008,"M10",8483,54580,8064,3140,67863
"731",2008,"M11",8500,54327,8070,3165,67583
"732",2008,"M12",8542,54080,8144,3198,67466
"733",2009,"M01",8467,53918,7925,3048,66939
"734",2009,"M02",8312,53961,7972,3059,66907
"735",2009,"M03",8280,53711,8015,3120,66683
"736",2009,"M04",8274,53755,8121,3119,66635
"737",2009,"M05",8220,53561,7987,3145,66416
"738",2009,"M06",8261,53469,7959,3106,66318
"739",2009,"M07",8271,53369,7977,3159,66286
"740",2009,"M08",8182,53256,7878,3107,66082
"741",2009,"M09",8087,52830,7991,3045,65686
"742",2009,"M10",8010,52842,8017,3002,65523
"743",2009,"M11",8124,52965,8144,3060,65741
"744",2009,"M12",8020,52786,8098,3033,65409
"745",2010,"M01",8087,53323,8066,2976,65811
"746",2010,"M02",8123,53030,8079,3045,65801
"747",2010,"M03",8114,52983,8062,3038,65686
"748",2010,"M04",8099,52995,8097,3192,65745
"749",2010,"M05",8198,52827,8176,3168,65703
"750",2010,"M06",8224,52889,8060,3153,65762
"751",2010,"M07",8123,52843,7961,3121,65611
"752",2010,"M08",8107,52947,8045,3149,65732
"753",2010,"M09",8094,52923,8185,3108,65755
"754",2010,"M10",8152,52738,8119,3130,65585
"755",2010,"M11",8217,52726,8219,3182,65675
"756",2010,"M12",8212,52817,8204,3143,65704
"757",2011,"M01",8137,52806,8165,3160,65513
"758",2011,"M02",8130,52574,7965,3107,65406
"759",2011,"M03",8084,52970,8102,3174,65662
"760",2011,"M04",8011,52955,8194,3161,65613
"761",2011,"M05",8027,52764,8140,3140,65478
"762",2011,"M06",7970,52651,8147,3174,65343
"763",2011,"M07",7963,52740,8058,3174,65472
"764",2011,"M08",8089,52760,8199,3120,65580
"765",2011,"M09",8240,52780,8322,3099,65668
"766",2011,"M10",8276,52862,8483,3177,65846
"767",2011,"M11",8145,52725,8411,3208,65793
"768",2011,"M12",8114,52705,8448,3281,65667
"769",2012,"M01",8307,52682,8969,3655,66420
"770",2012,"M02",8520,52702,9148,3546,66679
"771",2012,"M03",8566,52762,9188,3614,66780
"772",2012,"M04",8613,52502,9232,3585,66627
"773",2012,"M05",8520,52779,9374,3594,66811
"774",2012,"M06",8537,52791,9310,3623,66915
"775",2012,"M07",8525,52529,9215,3683,66791
"776",2012,"M08",8571,52748,9146,3533,66946
"777",2012,"M09",8611,53060,9282,3605,67208
"778",2012,"M10",8709,52961,9294,3580,67295
"779",2012,"M11",8604,52924,9283,3679,67277
"780",2012,"M12",8534,52971,9377,3738,67219
"781",2013,"M01",8609,52807,9326,3777,67127
"782",2013,"M02",8537,52753,9348,3810,67120
"783",2013,"M03",8547,52808,9203,3847,67102
"784",2013,"M04",8687,52978,9418,3771,67439
"785",2013,"M05",8770,53013,9556,3834,67591
"786",2013,"M06",8647,53059,9467,3922,67599
"787",2013,"M07",8717,53281,9482,3789,67858
"788",2013,"M08",8682,53315,9331,3857,68050
"789",2013,"M09",8684,53284,9493,3877,67905
"790",2013,"M10",8602,53016,9478,3802,67475
"791",2013,"M11",8635,53218,9603,3877,67761
"792",2013,"M12",8710,53229,9535,3940,67908
"793",2014,"M01",8776,53525,9576,3906,68215
"794",2014,"M02",8933,53636,9661,3899,68468
"795",2014,"M03",8860,53482,9717,3971,68304
"796",2014,"M04",8860,53690,9860,3894,68453
"797",2014,"M05",8870,53699,9809,3944,68528
"798",2014,"M06",8929,53716,9920,3866,68600
"799",2014,"M07",8925,53580,9804,3869,68516
"800",2014,"M08",8798,53629,9780,3953,68569
"801",2014,"M09",8946,53648,9917,3900,68566
"802",2014,"M10",8975,53941,10006,3906,69003
"803",2014,"M11",9028,53949,10045,3980,69124
"804",2014,"M12",9053,53734,9956,3976,69041
"805",2015,"M01",9056,54165,10071,4014,69411
"806",2015,"M02",9081,53920,10087,4061,69283
"807",2015,"M03",9122,53848,10197,4053,69287
"808",2015,"M04",9250,53837,10309,4088,69417
"809",2015,"M05",9260,54070,10385,4175,69663
"810",2015,"M06",9370,54075,10434,4117,69787
"811",2015,"M07",9387,53864,10238,4053,69579
"812",2015,"M08",9399,54071,10189,4085,69853
"813",2015,"M09",9351,53959,10226,4042,69586
"814",2015,"M10",9431,54087,10376,3998,69900
"815",2015,"M11",9465,54337,10520,4151,70228
"816",2015,"M12",9497,54404,10436,4199,70414
"817",2016,"M01",9467,54699,10473,4145,70607
"818",2016,"M02",9422,54599,10606,4319,70589
"819",2016,"M03",9351,54888,10696,4232,70760
"820",2016,"M04",9321,54773,10552,4226,70654
"821",2016,"M05",9368,54808,10616,4272,70786
"822",2016,"M06",9393,54593,10551,4268,70554
"823",2016,"M07",9443,54735,10614,4367,70895
"824",2016,"M08",9669,54668,10679,4289,70962
"825",2016,"M09",9629,54608,10755,4399,71000
"826",2016,"M10",9633,54600,10835,4362,71090
"827",2016,"M11",9703,54743,10964,4331,71195
"828",2016,"M12",9725,54712,10895,4370,71270
"829",2017,"M01",9750,54699,10769,4317,71200
"830",2017,"M02",9749,54816,10986,4463,71389
"831",2017,"M03",9795,55267,11193,4464,71957
"832",2017,"M04",9780,55080,11055,4485,71835
"833",2017,"M05",9824,55053,11008,4530,71766
"834",2017,"M06",9800,55228,10997,4499,71952
"835",2017,"M07",9854,55488,11081,4475,72281
"836",2017,"M08",9831,55325,11020,4472,72139
"837",2017,"M09",9898,55524,11157,4512,72325
"838",2017,"M10",9897,55118,11119,4450,72013
"839",2017,"M11",9957,55323,11281,4390,72218
"840",2017,"M12",9998,55194,11108,4444,72081
"841",2018,"M01",9871,55318,11169,4475,72238
"842",2018,"M02",9972,55542,11351,4535,72483
"843",2018,"M03",10061,55459,11281,4626,72588
"844",2018,"M04",9943,55546,11505,4544,72667
"845",2018,"M05",10050,55686,11538,4503,72903
"846",2018,"M06",10170,55714,11603,4655,73156
"847",2018,"M07",10146,56029,11628,4621,73496
"848",2018,"M08",10015,55618,11457,4721,73018
"849",2018,"M09",10216,55829,11692,4773,73299
"850",2018,"M10",10205,56069,11910,4682,73502
"851",2018,"M11",10137,56050,11928,4778,73574
"852",2018,"M12",10088,56242,12069,4818,73776
"853",2019,"M01",10225,55887,11789,4734,73628
"854",2019,"M02",10111,56192,11804,4783,73757
"855",2019,"M03",10097,56202,11862,4836,73689
"856",2019,"M04",10174,56141,11847,4690,73695
"857",2019,"M05",10266,55917,11876,4718,73635
"858",2019,"M06",10162,56041,11886,4945,73726
"859",2019,"M07",10250,56242,11937,4738,73945
"860",2019,"M08",10267,56391,12019,4896,74290
"861",2019,"M09",10312,56678,12225,4944,74526
"862",2019,"M10",10308,56809,12449,4947,74688
"863",2019,"M11",10226,56716,12307,4872,74582
"864",2019,"M12",10426,56853,12281,4808,74740
"865",2020,"M01",10382,56919,12152,4605,74762
"866",2020,"M02",10523,56875,12364,4829,74865
"867",2020,"M03",10119,55832,12038,4727,73234
"868",2020,"M04",8565,46736,9423,3928,61478
"869",2020,"M05",8707,48597,9751,3876,63530
"870",2020,"M06",9026,50969,10656,4091,66444
"871",2020,"M07",9110,51646,10649,4271,67520
"872",2020,"M08",9248,52986,11055,4452,69063
"873",2020,"M09",9342,52783,10846,4494,68880
"874",2020,"M10",9537,53782,11340,4508,70131
"875",2020,"M11",9658,53784,11465,4481,70542
"876",2020,"M12",9554,53821,11397,4497,70350
"877",2021,"M01",9599,53685,11179,4377,70316
"878",2021,"M02",9534,53871,11386,4583,70572
"879",2021,"M03",9654,54210,11537,4673,71167
